source_system,code_set_name,code_value,normalized_value,description,first_seen_test_id,seen_count,observed_test_count,source_endpoint_name,source_field_path,entity_type,derived_field_name,code_set_source
nhtsa_crash,sensor_attachment,FCW TRIAL 11,FCW_TRIAL_11,Derived dictionary value; rebuildable from canonical tables.,21,320,32,instrumentation_info,$.results[*].sensorAttachment,instrumentation_channels,sensor_attachment,derived_rebuildable_code_values
nhtsa_crash,sensor_attachment,FCW TRIAL 12,FCW_TRIAL_12,Derived dictionary value; rebuildable from canonical tables.,542,268,27,instrumentation_info,$.results[*].sensorAttachment,instrumentation_channels,sensor_attachment,derived_rebuildable_code_values
nhtsa_crash,sensor_attachment,FCW TRIAL 13,FCW_TRIAL_13,Derived dictionary value; rebuildable from canonical tables.,21,373,37,instrumentation_info,$.results[*].sensorAttachment,instrumentation_channels,sensor_attachment,derived_rebuildable_code_values
nhtsa_crash,sensor_attachment,FCW TRIAL 14,FCW_TRIAL_14,Derived dictionary value; rebuildable from canonical tables.,21,341,34,instrumentation_info,$.results[*].sensorAttachment,instrumentation_channels,sensor_attachment,derived_rebuildable_code_values
nhtsa_crash,sensor_attachment,FCW TRIAL 15,FCW_TRIAL_15,Derived dictionary value; rebuildable from canonical tables.,21,324,32,instrumentation_info,$.results[*].sensorAttachment,instrumentation_channels,sensor_attachment,derived_rebuildable_code_values
nhtsa_crash,sensor_attachment,FCW TRIAL 16,FCW_TRIAL_16,Derived dictionary value; rebuildable from canonical tables.,21,344,34,instrumentation_info,$.results[*].sensorAttachment,instrumentation_channels,sensor_attachment,derived_rebuildable_code_values
nhtsa_crash,sensor_attachment,FCW TRIAL 17,FCW_TRIAL_17,Derived dictionary value; rebuildable from canonical tables.,21,346,34,instrumentation_info,$.results[*].sensorAttachment,instrumentation_channels,sensor_attachment,derived_rebuildable_code_values
nhtsa_crash,sensor_attachment,FCW TRIAL 18,FCW_TRIAL_18,Derived dictionary value; rebuildable from canonical tables.,241,347,34,instrumentation_info,$.results[*].sensorAttachment,instrumentation_channels,sensor_attachment,derived_rebuildable_code_values
nhtsa_crash,sensor_attachment,FCW TRIAL 19,FCW_TRIAL_19,Derived dictionary value; rebuildable from canonical tables.,498,311,31,instrumentation_info,$.results[*].sensorAttachment,instrumentation_channels,sensor_attachment,derived_rebuildable_code_values
nhtsa_crash,sensor_attachment,FCW TRIAL 20,FCW_TRIAL_20,Derived dictionary value; rebuildable from canonical tables.,241,324,32,instrumentation_info,$.results[*].sensorAttachment,instrumentation_channels,sensor_attachment,derived_rebuildable_code_values
nhtsa_crash,sensor_attachment,FCW TRIAL 21,FCW_TRIAL_21,Derived dictionary value; rebuildable from canonical tables.,241,250,25,instrumentation_info,$.results[*].sensorAttachment,instrumentation_channels,sensor_attachment,derived_rebuildable_code_values
nhtsa_crash,sensor_attachment,FCW TRIAL 22,FCW_TRIAL_22,Derived dictionary value; rebuildable from canonical tables.,485,255,25,instrumentation_info,$.results[*].sensorAttachment,instrumentation_channels,sensor_attachment,derived_rebuildable_code_values
nhtsa_crash,sensor_attachment,FCW TRIAL 23,FCW_TRIAL_23,Derived dictionary value; rebuildable from canonical tables.,241,255,25,instrumentation_info,$.results[*].sensorAttachment,instrumentation_channels,sensor_attachment,derived_rebuildable_code_values
nhtsa_crash,sensor_attachment,FCW TRIAL 24,FCW_TRIAL_24,Derived dictionary value; rebuildable from canonical tables.,21,232,23,instrumentation_info,$.results[*].sensorAttachment,instrumentation_channels,sensor_attachment,derived_rebuildable_code_values
nhtsa_crash,sensor_attachment,FCW TRIAL 25,FCW_TRIAL_25,Derived dictionary value; rebuildable from canonical tables.,241,204,20,instrumentation_info,$.results[*].sensorAttachment,instrumentation_channels,sensor_attachment,derived_rebuildable_code_values
nhtsa_crash,sensor_attachment,FCW TRIAL 26,FCW_TRIAL_26,Derived dictionary value; rebuildable from canonical tables.,241,133,13,instrumentation_info,$.results[*].sensorAttachment,instrumentation_channels,sensor_attachment,derived_rebuildable_code_values
nhtsa_crash,sensor_attachment,FCW TRIAL 27,FCW_TRIAL_27,Derived dictionary value; rebuildable from canonical tables.,21,184,18,instrumentation_info,$.results[*].sensorAttachment,instrumentation_channels,sensor_attachment,derived_rebuildable_code_values
nhtsa_crash,sensor_attachment,FCW TRIAL 28,FCW_TRIAL_28,Derived dictionary value; rebuildable from canonical tables.,293,145,14,instrumentation_info,$.results[*].sensorAttachment,instrumentation_channels,sensor_attachment,derived_rebuildable_code_values
nhtsa_crash,sensor_attachment,FCW TRIAL 29,FCW_TRIAL_29,Derived dictionary value; rebuildable from canonical tables.,241,92,9,instrumentation_info,$.results[*].sensorAttachment,instrumentation_channels,sensor_attachment,derived_rebuildable_code_values
nhtsa_crash,sensor_attachment,FCW TRIAL 30,FCW_TRIAL_30,Derived dictionary value; rebuildable from canonical tables.,21,115,11,instrumentation_info,$.results[*].sensorAttachment,instrumentation_channels,sensor_attachment,derived_rebuildable_code_values
nhtsa_crash,sensor_attachment,FCW TRIAL 31,FCW_TRIAL_31,Derived dictionary value; rebuildable from canonical tables.,21,81,8,instrumentation_info,$.results[*].sensorAttachment,instrumentation_channels,sensor_attachment,derived_rebuildable_code_values
nhtsa_crash,sensor_attachment,FCW TRIAL 32,FCW_TRIAL_32,Derived dictionary value; rebuildable from canonical tables.,523,63,6,instrumentation_info,$.results[*].sensorAttachment,instrumentation_channels,sensor_attachment,derived_rebuildable_code_values
nhtsa_crash,sensor_attachment,FCW TRIAL 33,FCW_TRIAL_33,Derived dictionary value; rebuildable from canonical tables.,511,75,7,instrumentation_info,$.results[*].sensorAttachment,instrumentation_channels,sensor_attachment,derived_rebuildable_code_values
nhtsa_crash,sensor_attachment,FCW TRIAL 34,FCW_TRIAL_34,Derived dictionary value; rebuildable from canonical tables.,523,64,6,instrumentation_info,$.results[*].sensorAttachment,instrumentation_channels,sensor_attachment,derived_rebuildable_code_values
nhtsa_crash,sensor_attachment,FCW TRIAL 35,FCW_TRIAL_35,Derived dictionary value; rebuildable from canonical tables.,526,33,3,instrumentation_info,$.results[*].sensorAttachment,instrumentation_channels,sensor_attachment,derived_rebuildable_code_values
nhtsa_crash,sensor_attachment,FCW TRIAL 36,FCW_TRIAL_36,Derived dictionary value; rebuildable from canonical tables.,526,60,6,instrumentation_info,$.results[*].sensorAttachment,instrumentation_channels,sensor_attachment,derived_rebuildable_code_values
nhtsa_crash,sensor_attachment,FCW TRIAL 37,FCW_TRIAL_37,Derived dictionary value; rebuildable from canonical tables.,241,49,5,instrumentation_info,$.results[*].sensorAttachment,instrumentation_channels,sensor_attachment,derived_rebuildable_code_values
nhtsa_crash,sensor_attachment,FCW TRIAL 38,FCW_TRIAL_38,Derived dictionary value; rebuildable from canonical tables.,241,39,4,instrumentation_info,$.results[*].sensorAttachment,instrumentation_channels,sensor_attachment,derived_rebuildable_code_values
nhtsa_crash,sensor_attachment,FCW TRIAL 39,FCW_TRIAL_39,Derived dictionary value; rebuildable from canonical tables.,542,40,4,instrumentation_info,$.results[*].sensorAttachment,instrumentation_channels,sensor_attachment,derived_rebuildable_code_values
nhtsa_crash,sensor_attachment,FCW TRIAL 40,FCW_TRIAL_40,Derived dictionary value; rebuildable from canonical tables.,526,32,3,instrumentation_info,$.results[*].sensorAttachment,instrumentation_channels,sensor_attachment,derived_rebuildable_code_values
nhtsa_crash,sensor_attachment,FCW TRIAL 41,FCW_TRIAL_41,Derived dictionary value; rebuildable from canonical tables.,526,59,6,instrumentation_info,$.results[*].sensorAttachment,instrumentation_channels,sensor_attachment,derived_rebuildable_code_values
nhtsa_crash,sensor_attachment,FCW TRIAL 42,FCW_TRIAL_42,Derived dictionary value; rebuildable from canonical tables.,740,19,2,instrumentation_info,$.results[*].sensorAttachment,instrumentation_channels,sensor_attachment,derived_rebuildable_code_values
nhtsa_crash,sensor_attachment,FCW TRIAL 43,FCW_TRIAL_43,Derived dictionary value; rebuildable from canonical tables.,740,29,3,instrumentation_info,$.results[*].sensorAttachment,instrumentation_channels,sensor_attachment,derived_rebuildable_code_values
nhtsa_crash,sensor_attachment,FCW TRIAL 44,FCW_TRIAL_44,Derived dictionary value; rebuildable from canonical tables.,750,9,1,instrumentation_info,$.results[*].sensorAttachment,instrumentation_channels,sensor_attachment,derived_rebuildable_code_values
nhtsa_crash,sensor_attachment,FCW TRIAL 46,FCW_TRIAL_46,Derived dictionary value; rebuildable from canonical tables.,740,9,1,instrumentation_info,$.results[*].sensorAttachment,instrumentation_channels,sensor_attachment,derived_rebuildable_code_values
nhtsa_crash,sensor_attachment,FCW TRIAL 47,FCW_TRIAL_47,Derived dictionary value; rebuildable from canonical tables.,511,10,1,instrumentation_info,$.results[*].sensorAttachment,instrumentation_channels,sensor_attachment,derived_rebuildable_code_values
nhtsa_crash,sensor_attachment,FCW TRIAL 48,FCW_TRIAL_48,Derived dictionary value; rebuildable from canonical tables.,740,9,1,instrumentation_info,$.results[*].sensorAttachment,instrumentation_channels,sensor_attachment,derived_rebuildable_code_values
nhtsa_crash,sensor_attachment,FCW TRIAL 50,FCW_TRIAL_50,Derived dictionary value; rebuildable from canonical tables.,750,9,1,instrumentation_info,$.results[*].sensorAttachment,instrumentation_channels,sensor_attachment,derived_rebuildable_code_values
nhtsa_crash,sensor_attachment,FCW TRIAL 51,FCW_TRIAL_51,Derived dictionary value; rebuildable from canonical tables.,511,10,1,instrumentation_info,$.results[*].sensorAttachment,instrumentation_channels,sensor_attachment,derived_rebuildable_code_values
nhtsa_crash,sensor_attachment,FCW TRIAL 52,FCW_TRIAL_52,Derived dictionary value; rebuildable from canonical tables.,750,9,1,instrumentation_info,$.results[*].sensorAttachment,instrumentation_channels,sensor_attachment,derived_rebuildable_code_values
nhtsa_crash,sensor_attachment,FCW TRIAL 56,FCW_TRIAL_56,Derived dictionary value; rebuildable from canonical tables.,511,19,2,instrumentation_info,$.results[*].sensorAttachment,instrumentation_channels,sensor_attachment,derived_rebuildable_code_values
nhtsa_crash,sensor_attachment,FCW TRIAL 66,FCW_TRIAL_66,Derived dictionary value; rebuildable from canonical tables.,511,10,1,instrumentation_info,$.results[*].sensorAttachment,instrumentation_channels,sensor_attachment,derived_rebuildable_code_values
nhtsa_crash,sensor_attachment,FCW TRIAL 68,FCW_TRIAL_68,Derived dictionary value; rebuildable from canonical tables.,511,10,1,instrumentation_info,$.results[*].sensorAttachment,instrumentation_channels,sensor_attachment,derived_rebuildable_code_values
nhtsa_crash,sensor_attachment,FCW TRIAL 71,FCW_TRIAL_71,Derived dictionary value; rebuildable from canonical tables.,511,10,1,instrumentation_info,$.results[*].sensorAttachment,instrumentation_channels,sensor_attachment,derived_rebuildable_code_values
nhtsa_crash,sensor_attachment,FEMUR - LEFT,FEMUR___LEFT,Derived dictionary value; rebuildable from canonical tables.,1,6252,1309,instrumentation_info,$.results[*].sensorAttachment,instrumentation_channels,sensor_attachment,derived_rebuildable_code_values
nhtsa_crash,sensor_attachment,FEMUR - RIGHT,FEMUR___RIGHT,Derived dictionary value; rebuildable from canonical tables.,1,6192,1367,instrumentation_info,$.results[*].sensorAttachment,instrumentation_channels,sensor_attachment,derived_rebuildable_code_values
nhtsa_crash,sensor_attachment,FIREWALL,FIREWALL,Derived dictionary value; rebuildable from canonical tables.,2,624,624,instrumentation_info,$.results[*].sensorAttachment,instrumentation_channels,sensor_attachment,derived_rebuildable_code_values
nhtsa_crash,sensor_attachment,FLOORPAN TUNNEL,FLOORPAN_TUNNEL,Derived dictionary value; rebuildable from canonical tables.,593,36,12,instrumentation_info,$.results[*].sensorAttachment,instrumentation_channels,sensor_attachment,derived_rebuildable_code_values
nhtsa_crash,sensor_attachment,FLOORPAN - LEFT FRONT,FLOORPAN___LEFT_FRONT,Derived dictionary value; rebuildable from canonical tables.,34,647,171,instrumentation_info,$.results[*].sensorAttachment,instrumentation_channels,sensor_attachment,derived_rebuildable_code_values
nhtsa_crash,sensor_attachment,FLOORPAN - LEFT REAR,FLOORPAN___LEFT_REAR,Derived dictionary value; rebuildable from canonical tables.,1,825,351,instrumentation_info,$.results[*].sensorAttachment,instrumentation_channels,sensor_attachment,derived_rebuildable_code_values
nhtsa_crash,sensor_attachment,FLOORPAN - RIGHT FRONT,FLOORPAN___RIGHT_FRONT,Derived dictionary value; rebuildable from canonical tables.,211,220,63,instrumentation_info,$.results[*].sensorAttachment,instrumentation_channels,sensor_attachment,derived_rebuildable_code_values
nhtsa_crash,sensor_attachment,FLOORPAN - RIGHT REAR,FLOORPAN___RIGHT_REAR,Derived dictionary value; rebuildable from canonical tables.,1,1450,976,instrumentation_info,$.results[*].sensorAttachment,instrumentation_channels,sensor_attachment,derived_rebuildable_code_values
nhtsa_crash,sensor_attachment,FOOT LEFT FRONT,FOOT_LEFT_FRONT,Derived dictionary value; rebuildable from canonical tables.,1,1175,596,instrumentation_info,$.results[*].sensorAttachment,instrumentation_channels,sensor_attachment,derived_rebuildable_code_values
nhtsa_crash,sensor_attachment,FOOT LEFT REAR,FOOT_LEFT_REAR,Derived dictionary value; rebuildable from canonical tables.,1,2350,596,instrumentation_info,$.results[*].sensorAttachment,instrumentation_channels,sensor_attachment,derived_rebuildable_code_values
nhtsa_crash,sensor_attachment,FOOT RIGHT FRONT,FOOT_RIGHT_FRONT,Derived dictionary value; rebuildable from canonical tables.,1,1175,596,instrumentation_info,$.results[*].sensorAttachment,instrumentation_channels,sensor_attachment,derived_rebuildable_code_values
nhtsa_crash,sensor_attachment,FOOT RIGHT REAR,FOOT_RIGHT_REAR,Derived dictionary value; rebuildable from canonical tables.,1,2350,596,instrumentation_info,$.results[*].sensorAttachment,instrumentation_channels,sensor_attachment,derived_rebuildable_code_values
nhtsa_crash,sensor_attachment,FOOT - LEFT,FOOT___LEFT,Derived dictionary value; rebuildable from canonical tables.,34,547,189,instrumentation_info,$.results[*].sensorAttachment,instrumentation_channels,sensor_attachment,derived_rebuildable_code_values
nhtsa_crash,sensor_attachment,FOOT - RIGHT,FOOT___RIGHT,Derived dictionary value; rebuildable from canonical tables.,34,546,189,instrumentation_info,$.results[*].sensorAttachment,instrumentation_channels,sensor_attachment,derived_rebuildable_code_values
nhtsa_crash,sensor_attachment,FRAME CROSSMEMBER - REAR,FRAME_CROSSMEMBER___REAR,Derived dictionary value; rebuildable from canonical tables.,34,453,145,instrumentation_info,$.results[*].sensorAttachment,instrumentation_channels,sensor_attachment,derived_rebuildable_code_values
nhtsa_crash,sensor_attachment,FRAME RAIL - REAR,FRAME_RAIL___REAR,Derived dictionary value; rebuildable from canonical tables.,2190,2,1,instrumentation_info,$.results[*].sensorAttachment,instrumentation_channels,sensor_attachment,derived_rebuildable_code_values
nhtsa_crash,sensor_attachment,FRAME SIDE RAIL - LEFT,FRAME_SIDE_RAIL___LEFT,Derived dictionary value; rebuildable from canonical tables.,4,1290,634,instrumentation_info,$.results[*].sensorAttachment,instrumentation_channels,sensor_attachment,derived_rebuildable_code_values
nhtsa_crash,sensor_attachment,FRAME SIDE RAIL - RIGHT,FRAME_SIDE_RAIL___RIGHT,Derived dictionary value; rebuildable from canonical tables.,1477,2,2,instrumentation_info,$.results[*].sensorAttachment,instrumentation_channels,sensor_attachment,derived_rebuildable_code_values
nhtsa_crash,sensor_attachment,HEAD 9 ARRAY - CENTER,HEAD_9_ARRAY___CENTER,Derived dictionary value; rebuildable from canonical tables.,34,414,95,instrumentation_info,$.results[*].sensorAttachment,instrumentation_channels,sensor_attachment,derived_rebuildable_code_values
nhtsa_crash,sensor_attachment,HEAD 9 ARRAY - X ARM,HEAD_9_ARRAY___X_ARM,Derived dictionary value; rebuildable from canonical tables.,34,340,129,instrumentation_info,$.results[*].sensorAttachment,instrumentation_channels,sensor_attachment,derived_rebuildable_code_values
nhtsa_crash,sensor_attachment,HEAD 9 ARRAY - Y ARM,HEAD_9_ARRAY___Y_ARM,Derived dictionary value; rebuildable from canonical tables.,34,340,129,instrumentation_info,$.results[*].sensorAttachment,instrumentation_channels,sensor_attachment,derived_rebuildable_code_values
nhtsa_crash,sensor_attachment,HEAD 9 ARRAY - Z ARM,HEAD_9_ARRAY___Z_ARM,Derived dictionary value; rebuildable from canonical tables.,34,340,129,instrumentation_info,$.results[*].sensorAttachment,instrumentation_channels,sensor_attachment,derived_rebuildable_code_values
nhtsa_crash,sensor_attachment,HEAD CG,HEAD_CG,Derived dictionary value; rebuildable from canonical tables.,1,33541,3519,instrumentation_info,$.results[*].sensorAttachment,instrumentation_channels,sensor_attachment,derived_rebuildable_code_values
nhtsa_crash,sensor_attachment,HEAD OTHER,HEAD_OTHER,Derived dictionary value; rebuildable from canonical tables.,662,152,92,instrumentation_info,$.results[*].sensorAttachment,instrumentation_channels,sensor_attachment,derived_rebuildable_code_values
nhtsa_crash,sensor_attachment,IMPACTOR CG,IMPACTOR_CG,Derived dictionary value; rebuildable from canonical tables.,563,468,155,instrumentation_info,$.results[*].sensorAttachment,instrumentation_channels,sensor_attachment,derived_rebuildable_code_values
nhtsa_crash,sensor_attachment,KNEE CONTACT,KNEE_CONTACT,Derived dictionary value; rebuildable from canonical tables.,34,157,27,instrumentation_info,$.results[*].sensorAttachment,instrumentation_channels,sensor_attachment,derived_rebuildable_code_values
nhtsa_crash,sensor_attachment,KNEE - LEFT,KNEE___LEFT,Derived dictionary value; rebuildable from canonical tables.,34,473,290,instrumentation_info,$.results[*].sensorAttachment,instrumentation_channels,sensor_attachment,derived_rebuildable_code_values
nhtsa_crash,sensor_attachment,KNEE - RIGHT,KNEE___RIGHT,Derived dictionary value; rebuildable from canonical tables.,34,654,312,instrumentation_info,$.results[*].sensorAttachment,instrumentation_channels,sensor_attachment,derived_rebuildable_code_values
nhtsa_crash,sensor_attachment,LAP BELT - INBOARD,LAP_BELT___INBOARD,Derived dictionary value; rebuildable from canonical tables.,66,90,86,instrumentation_info,$.results[*].sensorAttachment,instrumentation_channels,sensor_attachment,derived_rebuildable_code_values
nhtsa_crash,sensor_attachment,LAP BELT - OUTBOARD,LAP_BELT___OUTBOARD,Derived dictionary value; rebuildable from canonical tables.,1,2372,1295,instrumentation_info,$.results[*].sensorAttachment,instrumentation_channels,sensor_attachment,derived_rebuildable_code_values
nhtsa_crash,sensor_attachment,LDW TRIAL 01,LDW_TRIAL_01,Derived dictionary value; rebuildable from canonical tables.,36,101,15,instrumentation_info,$.results[*].sensorAttachment,instrumentation_channels,sensor_attachment,derived_rebuildable_code_values
nhtsa_crash,sensor_attachment,LDW TRIAL 02,LDW_TRIAL_02,Derived dictionary value; rebuildable from canonical tables.,36,140,20,instrumentation_info,$.results[*].sensorAttachment,instrumentation_channels,sensor_attachment,derived_rebuildable_code_values
nhtsa_crash,sensor_attachment,LDW TRIAL 03,LDW_TRIAL_03,Derived dictionary value; rebuildable from canonical tables.,36,180,26,instrumentation_info,$.results[*].sensorAttachment,instrumentation_channels,sensor_attachment,derived_rebuildable_code_values
nhtsa_crash,sensor_attachment,LDW TRIAL 04,LDW_TRIAL_04,Derived dictionary value; rebuildable from canonical tables.,36,179,26,instrumentation_info,$.results[*].sensorAttachment,instrumentation_channels,sensor_attachment,derived_rebuildable_code_values
nhtsa_crash,sensor_attachment,LDW TRIAL 05,LDW_TRIAL_05,Derived dictionary value; rebuildable from canonical tables.,524,179,26,instrumentation_info,$.results[*].sensorAttachment,instrumentation_channels,sensor_attachment,derived_rebuildable_code_values
nhtsa_crash,sensor_attachment,LDW TRIAL 06,LDW_TRIAL_06,Derived dictionary value; rebuildable from canonical tables.,36,177,26,instrumentation_info,$.results[*].sensorAttachment,instrumentation_channels,sensor_attachment,derived_rebuildable_code_values
nhtsa_crash,sensor_attachment,LDW TRIAL 07,LDW_TRIAL_07,Derived dictionary value; rebuildable from canonical tables.,513,186,27,instrumentation_info,$.results[*].sensorAttachment,instrumentation_channels,sensor_attachment,derived_rebuildable_code_values
nhtsa_crash,sensor_attachment,LDW TRIAL 08,LDW_TRIAL_08,Derived dictionary value; rebuildable from canonical tables.,513,163,24,instrumentation_info,$.results[*].sensorAttachment,instrumentation_channels,sensor_attachment,derived_rebuildable_code_values
nhtsa_crash,sensor_attachment,LDW TRIAL 09,LDW_TRIAL_09,Derived dictionary value; rebuildable from canonical tables.,36,186,27,instrumentation_info,$.results[*].sensorAttachment,instrumentation_channels,sensor_attachment,derived_rebuildable_code_values
nhtsa_crash,sensor_attachment,LDW TRIAL 10,LDW_TRIAL_10,Derived dictionary value; rebuildable from canonical tables.,36,213,31,instrumentation_info,$.results[*].sensorAttachment,instrumentation_channels,sensor_attachment,derived_rebuildable_code_values
nhtsa_crash,sensor_attachment,LDW TRIAL 11,LDW_TRIAL_11,Derived dictionary value; rebuildable from canonical tables.,500,166,24,instrumentation_info,$.results[*].sensorAttachment,instrumentation_channels,sensor_attachment,derived_rebuildable_code_values
nhtsa_crash,sensor_attachment,LDW TRIAL 12,LDW_TRIAL_12,Derived dictionary value; rebuildable from canonical tables.,36,199,29,instrumentation_info,$.results[*].sensorAttachment,instrumentation_channels,sensor_attachment,derived_rebuildable_code_values
nhtsa_crash,sensor_attachment,LDW TRIAL 13,LDW_TRIAL_13,Derived dictionary value; rebuildable from canonical tables.,513,198,29,instrumentation_info,$.results[*].sensorAttachment,instrumentation_channels,sensor_attachment,derived_rebuildable_code_values
nhtsa_crash,sensor_attachment,LDW TRIAL 14,LDW_TRIAL_14,Derived dictionary value; rebuildable from canonical tables.,36,194,28,instrumentation_info,$.results[*].sensorAttachment,instrumentation_channels,sensor_attachment,derived_rebuildable_code_values
nhtsa_crash,sensor_attachment,LDW TRIAL 15,LDW_TRIAL_15,Derived dictionary value; rebuildable from canonical tables.,500,141,21,instrumentation_info,$.results[*].sensorAttachment,instrumentation_channels,sensor_attachment,derived_rebuildable_code_values
nhtsa_crash,sensor_attachment,LDW TRIAL 16,LDW_TRIAL_16,Derived dictionary value; rebuildable from canonical tables.,36,199,29,instrumentation_info,$.results[*].sensorAttachment,instrumentation_channels,sensor_attachment,derived_rebuildable_code_values
nhtsa_crash,sensor_attachment,LDW TRIAL 17,LDW_TRIAL_17,Derived dictionary value; rebuildable from canonical tables.,500,192,28,instrumentation_info,$.results[*].sensorAttachment,instrumentation_channels,sensor_attachment,derived_rebuildable_code_values
nhtsa_crash,sensor_attachment,LDW TRIAL 18,LDW_TRIAL_18,Derived dictionary value; rebuildable from canonical tables.,500,193,28,instrumentation_info,$.results[*].sensorAttachment,instrumentation_channels,sensor_attachment,derived_rebuildable_code_values
nhtsa_crash,sensor_attachment,LDW TRIAL 19,LDW_TRIAL_19,Derived dictionary value; rebuildable from canonical tables.,36,193,28,instrumentation_info,$.results[*].sensorAttachment,instrumentation_channels,sensor_attachment,derived_rebuildable_code_values
nhtsa_crash,sensor_attachment,LDW TRIAL 20,LDW_TRIAL_20,Derived dictionary value; rebuildable from canonical tables.,500,192,28,instrumentation_info,$.results[*].sensorAttachment,instrumentation_channels,sensor_attachment,derived_rebuildable_code_values
nhtsa_crash,sensor_attachment,LDW TRIAL 21,LDW_TRIAL_21,Derived dictionary value; rebuildable from canonical tables.,36,199,29,instrumentation_info,$.results[*].sensorAttachment,instrumentation_channels,sensor_attachment,derived_rebuildable_code_values
nhtsa_crash,sensor_attachment,LDW TRIAL 22,LDW_TRIAL_22,Derived dictionary value; rebuildable from canonical tables.,500,191,28,instrumentation_info,$.results[*].sensorAttachment,instrumentation_channels,sensor_attachment,derived_rebuildable_code_values
nhtsa_crash,sensor_attachment,LDW TRIAL 23,LDW_TRIAL_23,Derived dictionary value; rebuildable from canonical tables.,36,193,28,instrumentation_info,$.results[*].sensorAttachment,instrumentation_channels,sensor_attachment,derived_rebuildable_code_values
nhtsa_crash,sensor_attachment,LDW TRIAL 24,LDW_TRIAL_24,Derived dictionary value; rebuildable from canonical tables.,36,192,28,instrumentation_info,$.results[*].sensorAttachment,instrumentation_channels,sensor_attachment,derived_rebuildable_code_values
nhtsa_crash,sensor_attachment,LDW TRIAL 25,LDW_TRIAL_25,Derived dictionary value; rebuildable from canonical tables.,36,186,27,instrumentation_info,$.results[*].sensorAttachment,instrumentation_channels,sensor_attachment,derived_rebuildable_code_values
nhtsa_crash,sensor_attachment,LDW TRIAL 26,LDW_TRIAL_26,Derived dictionary value; rebuildable from canonical tables.,500,192,28,instrumentation_info,$.results[*].sensorAttachment,instrumentation_channels,sensor_attachment,derived_rebuildable_code_values
nhtsa_crash,sensor_attachment,LDW TRIAL 27,LDW_TRIAL_27,Derived dictionary value; rebuildable from canonical tables.,500,186,27,instrumentation_info,$.results[*].sensorAttachment,instrumentation_channels,sensor_attachment,derived_rebuildable_code_values
nhtsa_crash,sensor_attachment,LDW TRIAL 28,LDW_TRIAL_28,Derived dictionary value; rebuildable from canonical tables.,36,186,27,instrumentation_info,$.results[*].sensorAttachment,instrumentation_channels,sensor_attachment,derived_rebuildable_code_values
nhtsa_crash,sensor_attachment,LDW TRIAL 29,LDW_TRIAL_29,Derived dictionary value; rebuildable from canonical tables.,36,202,29,instrumentation_info,$.results[*].sensorAttachment,instrumentation_channels,sensor_attachment,derived_rebuildable_code_values
nhtsa_crash,sensor_attachment,LDW TRIAL 30,LDW_TRIAL_30,Derived dictionary value; rebuildable from canonical tables.,36,214,31,instrumentation_info,$.results[*].sensorAttachment,instrumentation_channels,sensor_attachment,derived_rebuildable_code_values
nhtsa_crash,sensor_attachment,LDW TRIAL 31,LDW_TRIAL_31,Derived dictionary value; rebuildable from canonical tables.,36,206,30,instrumentation_info,$.results[*].sensorAttachment,instrumentation_channels,sensor_attachment,derived_rebuildable_code_values
nhtsa_crash,sensor_attachment,LDW TRIAL 32,LDW_TRIAL_32,Derived dictionary value; rebuildable from canonical tables.,36,194,28,instrumentation_info,$.results[*].sensorAttachment,instrumentation_channels,sensor_attachment,derived_rebuildable_code_values
nhtsa_crash,sensor_attachment,LDW TRIAL 33,LDW_TRIAL_33,Derived dictionary value; rebuildable from canonical tables.,500,198,29,instrumentation_info,$.results[*].sensorAttachment,instrumentation_channels,sensor_attachment,derived_rebuildable_code_values
nhtsa_crash,sensor_attachment,LDW TRIAL 34,LDW_TRIAL_34,Derived dictionary value; rebuildable from canonical tables.,513,178,26,instrumentation_info,$.results[*].sensorAttachment,instrumentation_channels,sensor_attachment,derived_rebuildable_code_values
nhtsa_crash,sensor_attachment,LDW TRIAL 35,LDW_TRIAL_35,Derived dictionary value; rebuildable from canonical tables.,513,163,24,instrumentation_info,$.results[*].sensorAttachment,instrumentation_channels,sensor_attachment,derived_rebuildable_code_values
nhtsa_crash,sensor_attachment,LDW TRIAL 36,LDW_TRIAL_36,Derived dictionary value; rebuildable from canonical tables.,36,165,24,instrumentation_info,$.results[*].sensorAttachment,instrumentation_channels,sensor_attachment,derived_rebuildable_code_values
nhtsa_crash,sensor_attachment,LDW TRIAL 37,LDW_TRIAL_37,Derived dictionary value; rebuildable from canonical tables.,36,180,26,instrumentation_info,$.results[*].sensorAttachment,instrumentation_channels,sensor_attachment,derived_rebuildable_code_values
nhtsa_crash,sensor_attachment,LDW TRIAL 38,LDW_TRIAL_38,Derived dictionary value; rebuildable from canonical tables.,513,178,26,instrumentation_info,$.results[*].sensorAttachment,instrumentation_channels,sensor_attachment,derived_rebuildable_code_values
nhtsa_crash,sensor_attachment,LDW TRIAL 39,LDW_TRIAL_39,Derived dictionary value; rebuildable from canonical tables.,500,163,24,instrumentation_info,$.results[*].sensorAttachment,instrumentation_channels,sensor_attachment,derived_rebuildable_code_values
nhtsa_crash,sensor_attachment,LDW TRIAL 40,LDW_TRIAL_40,Derived dictionary value; rebuildable from canonical tables.,36,190,28,instrumentation_info,$.results[*].sensorAttachment,instrumentation_channels,sensor_attachment,derived_rebuildable_code_values
